city,segment,sales,sales,sales,sales,sales,profit,profit,profit,profit,profit
Durham,Consumer,146.71466666666666,440.144,335.744,6.048,3,10.260800000000001,30.782400000000003,25.1808,-4.2336,3
Durham,Corporate,93.014,372.056,200.984,14.352,4,20.251375,81.0055,62.8075,1.3986,4
Durham,Home Office,33.879999999999995,67.75999999999999,61.568,6.192,2,2.5410000000000004,5.082000000000001,4.6176,0.4644,2
Eagan,Consumer,25.3,75.9,52.4,8.56,3,8.290799999999999,24.8724,14.148,3.852,3
Eagan,Corporate,31.72,63.44,45.98,17.46,2,13.988800000000001,27.977600000000002,19.7714,8.2062,2
Eagan,Home Office,24.98,74.94,41.4,3.75,3,11.394599999999999,34.1838,19.872,1.8,3
East Orange,Consumer,75.454,377.27,204.95,25.92,5,34.92382,174.6191,100.4255,9.702,5
East Point,Corporate,89.46666666666665,268.4,165.98,27.42,3,34.0046,102.0138,74.691,9.3228,3
Eau Claire,Consumer,380.35249999999996,1521.4099999999999,680.01,195.64,4,93.29805,373.1922,176.8026,32.4688,4
Eau Claire,Corporate,32.56,32.56,32.56,32.56,1,8.4656,8.4656,8.4656,8.4656,1
Eau Claire,Home Office,91.68,91.68,91.68,91.68,1,45.84,45.84,45.84,45.84,1
Edinburg,Consumer,29.425333333333338,88.27600000000001,83.84,2.068,3,9.269533333333333,27.8086,30.392,-3.4122,3
Edmond,Consumer,479.775,959.55,944.93,14.62,2,121.55194999999999,243.10389999999998,236.2325,6.8714,2
Edmonds,Consumer,180.28630769230767,2343.7219999999998,1298.55,7.38,13,42.14324615384616,547.8622,311.652,2.578,13
Edmonds,Corporate,179.97,179.97,179.97,179.97,1,86.3856,86.3856,86.3856,86.3856,1
El Cajon,Corporate,387.136,387.136,387.136,387.136,1,4.8392,4.8392,4.8392,4.8392,1
El Cajon,Home Office,478.48,478.48,478.48,478.48,1,47.848,47.848,47.848,47.848,1
El Paso,Consumer,225.94373333333334,3389.156,913.43,5.432,15,-12.169953333333334,-182.54930000000002,43.1976,-169.637,15
El Paso,Corporate,72.77199999999999,145.54399999999998,95.976,49.568,2,3.5855499999999996,7.171099999999999,17.9684,-10.7973,2
El Paso,Home Office,5.682,11.364,6.936,4.428,2,-2.2612500000000004,-4.522500000000001,2.3409,-6.8634,2
Elkhart,Consumer,85.715,171.43,159.75,11.68,2,8.33605,16.6721,11.1825,5.4896,2
Elmhurst,Home Office,222.90699999999998,891.6279999999999,634.116,9.664,4,-53.033024999999995,-212.13209999999998,5.6784,-172.1172,4
Elyria,Corporate,1.824,1.824,1.824,1.824,1,-1.3984,-1.3984,-1.3984,-1.3984,1
Encinitas,Consumer,118.3962,591.981,298.776,6.72,5,14.211760000000002,71.0588,57.5904,-12.6882,5
Englewood,Consumer,62.028,124.056,108.576,15.48,2,6.87735,13.7547,8.1432,5.6115,2
Escondido,Consumer,53.94,53.94,53.94,53.94,1,15.6426,15.6426,15.6426,15.6426,1
Escondido,Corporate,17.248,17.248,17.248,17.248,1,6.0368,6.0368,6.0368,6.0368,1
Escondido,Home Office,23.36,23.36,23.36,23.36,1,6.0736,6.0736,6.0736,6.0736,1
Eugene,Corporate,244.172,1465.032,650.352,15.176,6,22.339533333333332,134.03719999999998,228.0792,-97.5528,6
Evanston,Consumer,438.44975,1753.799,1439.968,11.992,4,102.97094999999999,411.88379999999995,485.9892,-70.1043,4
Everett,Consumer,279.8433333333333,3358.12,1628.82,16.28,12,69.06420833333334,828.7705000000001,260.6112,6.512,12
Everett,Corporate,3.856,3.856,3.856,3.856,1,1.3978,1.3978,1.3978,1.3978,1
Everett,Home Office,255.97311111111108,2303.758,589.9,38.97,9,59.03448888888889,531.3104,147.475,0.0,9
Fairfield,Consumer,173.5462962962963,4685.75,832.93,3.816,27,21.544474074074074,581.7008,233.2204,-122.877,27
Fairfield,Corporate,242.594875,3881.518,795.48,4.912,16,23.00486875,368.0779,122.2936,-26.6352,16
Fairfield,Home Office,458.295,916.59,897.15,19.44,2,130.2666,260.5332,251.202,9.3312,2
Fargo,Consumer,178.30599999999998,891.53,704.76,7.41,5,43.31814,216.5907,162.0948,3.4827,5
Fargo,Home Office,14.19,28.38,25.9,2.48,2,6.7795000000000005,13.559000000000001,12.691,0.868,2
Farmington,Consumer,279.365,558.73,545.85,12.88,2,57.50745,115.0149,114.6285,0.3864,2
Farmington,Corporate,159.99,159.99,159.99,159.99,1,54.3966,54.3966,54.3966,54.3966,1
Fayetteville,Consumer,226.42042857142857,6339.772,1793.98,10.272,28,61.23867142857143,1714.6828,843.1706,-67.6704,28
Fayetteville,Corporate,59.79488888888889,538.154,198.272,4.928,9,9.32611111111111,83.935,70.312,-32.2192,9
Fayetteville,Home Office,12.0,48.0,19.44,6.24,4,5.01285,20.0514,9.3312,3.0576,4
Florence,Consumer,480.875,6732.25,3080.0,7.27,14,149.7167142857143,2096.034,1416.8,0.5584,14
Florence,Corporate,173.298,866.49,628.81,17.52,5,13.450380000000001,67.2519,21.7515,8.2344,5
Florence,Home Office,11.49,22.98,18.0,4.98,2,2.8401,5.6802,3.24,2.4402,2
Fort Collins,Consumer,164.5144,822.572,579.136,3.168,5,-53.5456,-267.728,3.9474,-240.784,5
Fort Collins,Home Office,56.34,112.68,98.328,14.352,2,7.5177000000000005,15.035400000000001,9.8328,5.2026,2
Fort Lauderdale,Consumer,311.2166428571428,2178.5164999999997,957.5775,7.764,7,-80.16554285714287,-561.1588,14.595,-383.031,7
Fort Lauderdale,Corporate,838.8999999999999,1677.7999999999997,1158.12,519.68,2,94.37625,188.7525,130.2885,58.464,2
Fort Lauderdale,Home Office,178.86933333333332,1073.216,799.92,10.368,6,35.1752,211.0512,239.976,-29.4368,6
Fort Worth,Consumer,246.5681818181818,2712.25,1999.96,1.988,11,40.78730909090909,448.6604,624.9875,-88.784,11
Fort Worth,Corporate,144.9992,1739.9904,772.68,1.696,12,-25.280983333333335,-303.3718,11.592,-119.1918,12
Fort Worth,Home Office,537.6165,2150.466,1718.4,2.544,4,38.361025000000005,153.44410000000002,150.36,-123.858,4
Frankfort,Consumer,48.816,97.632,76.864,20.768,2,-13.027999999999999,-26.055999999999997,26.9024,-52.9584,2
Franklin,Consumer,284.327375,2274.619,901.95,5.184,8,25.173137500000003,201.38510000000002,297.6435,-130.0104,8
Franklin,Corporate,412.606875,6601.71,1951.84,2.946,16,65.75698125,1052.1117,585.552,-297.6848,16
Franklin,Home Office,183.13138461538463,2380.708,1088.76,2.816,13,31.64393076923077,411.3711,315.7404,-63.0056,13
Freeport,Consumer,77.10022222222221,693.9019999999999,322.59,10.476,9,-2.6719111111111102,-24.047199999999993,64.518,-145.176,9
Freeport,Corporate,45.248,45.248,45.248,45.248,1,3.9592,3.9592,3.9592,3.9592,1
Fremont,Consumer,69.375,138.75,104.85,33.9,2,32.961,65.922,50.328,15.594,2
Fremont,Corporate,192.868,964.3399999999999,750.68,19.46,5,21.30856,106.5428,37.534,5.0596,5
Fremont,Home Office,15.92,15.92,15.92,15.92,1,7.0048,7.0048,7.0048,7.0048,1
Fresno,Consumer,425.26828125000003,6804.2925000000005,3610.848,5.98,16,35.22376875,563.5803,135.4068,0.9772,16
Fresno,Corporate,132.49833333333333,794.99,377.928,4.32,6,47.191700000000004,283.15020000000004,141.723,1.512,6
Fresno,Home Office,72.3115,289.246,120.666,11.94,4,25.3844,101.5376,53.2608,5.97,4
Frisco,Consumer,30.336,30.336,30.336,30.336,1,-17.4432,-17.4432,-17.4432,-17.4432,1
Frisco,Home Office,27.168,27.168,27.168,27.168,1,-1.3584,-1.3584,-1.3584,-1.3584,1
Gaithersburg,Corporate,202.95999999999998,405.91999999999996,231.98,173.94,2,52.7705,105.541,67.2742,38.2668,2
Garden City,Consumer,7.036666666666666,21.11,9.54,5.76,3,2.6073666666666666,7.8221,4.293,1.728,3
Garden City,Corporate,145.63500000000002,291.27000000000004,257.98,33.29,2,41.4019,82.8038,74.8142,7.9896,2
Garland,Consumer,14.387999999999998,28.775999999999996,18.336,10.44,2,-14.3475,-28.695,3.393,-32.088,2
Garland,Home Office,19.464,38.928,30.384,8.544,2,-1.839,-3.678,3.798,-7.476,2
Gastonia,Home Office,223.765,895.06,408.744,4.768,4,-3.685899999999999,-14.743599999999995,76.6395,-145.3508,4
Georgetown,Consumer,223.3025,1786.42,699.98,5.28,8,50.345,402.76,195.9944,2.5344,8
Gilbert,Consumer,124.22399999999999,496.89599999999996,364.704,9.568,4,-10.4931,-41.9724,11.0704,-36.4704,4
Gilbert,Corporate,558.4992,2792.496,1113.024,5.904,5,64.4694,322.347,111.3024,1.9926,5
Gilbert,Home Office,147.165,882.99,386.91,10.64,6,-23.686933333333332,-142.1216,25.0182,-185.7168,6
Gladstone,Consumer,82.17,164.34,126.3,38.04,2,26.2944,52.5888,40.416,12.1728,2
Glendale,Consumer,129.6851818181818,1426.5369999999998,933.536,6.368,11,3.688518181818182,40.5737,105.0228,-48.392,11
Glendale,Corporate,85.24479999999998,426.22399999999993,266.352,2.368,5,6.36106,31.805300000000003,13.3176,0.8288,5
Glendale,Home Office,152.1577142857143,1065.104,671.984,7.92,7,15.782971428571429,110.4808,50.3988,-5.6784,7
Glenview,Consumer,158.376,158.376,158.376,158.376,1,13.8579,13.8579,13.8579,13.8579,1
Goldsboro,Consumer,34.944,34.944,34.944,34.944,1,3.0576,3.0576,3.0576,3.0576,1
Grand Island,Consumer,15.96,15.96,15.96,15.96,1,7.98,7.98,7.98,7.98,1
Grand Prairie,Consumer,99.27622222222222,893.486,317.058,3.656,9,-8.286277777777777,-74.5765,24.7275,-49.5516,9
Grand Prairie,Corporate,31.77333333333333,95.32,38.08,20.016,3,-6.511533333333333,-19.5346,6.255,-29.512,3
Grand Prairie,Home Office,23.68,23.68,23.68,23.68,1,8.88,8.88,8.88,8.88,1
Grand Rapids,Consumer,68.035,272.14,97.98,35.56,4,28.0154,112.0616,41.013,16.7132,4
Grand Rapids,Corporate,117.27499999999999,234.54999999999998,209.7,24.85,2,56.167750000000005,112.33550000000001,100.656,11.6795,2
Grand Rapids,Home Office,19.44,19.44,19.44,19.44,1,9.5256,9.5256,9.5256,9.5256,1
Grapevine,Corporate,20.764,41.528,33.488,8.04,2,4.38745,8.7749,5.8604,2.9145,2
Great Falls,Consumer,136.70133333333334,410.104,217.44,87.08,3,41.648599999999995,124.94579999999999,91.3248,9.2386,3
Great Falls,Home Office,839.0952,4195.476,2999.95,6.096,5,291.55226000000005,1457.7613000000001,1379.977,2.2098,5
Greeley,Consumer,15.175999999999998,30.351999999999997,18.688,11.664,2,5.1807,10.3614,7.008,3.3534,2
Green Bay,Consumer,468.9,468.9,468.9,468.9,1,206.316,206.316,206.316,206.316,1
Green Bay,Corporate,19.473333333333333,58.42,22.72,16.74,3,7.3868,22.1604,10.224,4.3524,3
Greensboro,Consumer,69.73525000000001,278.94100000000003,187.056,7.644,4,-7.791924999999999,-31.167699999999996,11.691,-39.4565,4
Greensboro,Corporate,236.42655555555555,2127.839,1359.96,4.095,9,-10.19841111111111,-91.78569999999999,118.9965,-192.0468,9
Greenville,Consumer,343.825,2062.95,1299.99,16.56,6,-90.29039999999999,-541.7424,31.198,-571.9956,6
Greenville,Corporate,17.616,17.616,17.616,17.616,1,-14.0928,-14.0928,-14.0928,-14.0928,1
Greenville,Home Office,18.631999999999998,37.263999999999996,28.048,9.216,2,3.4234,6.8468,3.506,3.3408,2
Greenwood,Consumer,1424.9,1424.9,1424.9,1424.9,1,356.225,356.225,356.225,356.225,1
Greenwood,Home Office,80.05,240.14999999999998,167.94,4.41,3,38.5024,115.5072,82.2906,2.0286,3
Gresham,Consumer,432.56399999999996,1730.2559999999999,1487.04,21.728,4,31.416600000000003,125.66640000000001,148.704,-18.4464,4
Gresham,Corporate,403.168,403.168,403.168,403.168,1,25.198,25.198,25.198,25.198,1
Grove City,Consumer,61.794,123.588,119.94,3.648,2,6.5976,13.1952,15.992,-2.7968,2
Gulfport,Consumer,48.69,48.69,48.69,48.69,1,23.8581,23.8581,23.8581,23.8581,1
Gulfport,Corporate,58.905,117.81,86.45,31.36,2,26.858999999999998,53.717999999999996,38.038,15.68,2
Hackensack,Corporate,242.69333333333336,1456.16,854.94,14.4,6,75.20911666666667,451.2547,213.735,7.056,6
Hagerstown,Consumer,43.8,43.8,43.8,43.8,1,20.586,20.586,20.586,20.586,1
Haltom City,Corporate,67.33200000000001,269.32800000000003,207.984,6.608,4,12.988949999999999,51.955799999999996,36.3972,1.6776,4
Hamilton,Consumer,82.056,328.224,190.848,6.048,4,-2.3462500000000004,-9.385000000000002,9.294,-21.4704,4
Hampton,Consumer,170.25857142857143,1191.81,290.98,27.9,7,45.91031428571428,321.37219999999996,79.758,6.975,7
Hampton,Corporate,472.45,1417.35,896.99,20.12,3,191.97003333333336,575.9101,421.5853,9.2552,3
Hampton,Home Office,113.1,113.1,113.1,113.1,1,56.55,56.55,56.55,56.55,1
Harlingen,Consumer,94.2808,471.404,241.332,5.184,5,3.6255,18.1275,16.3737,-14.196,5
Harrisonburg,Consumer,732.1899999999999,1464.3799999999999,1441.3,23.08,2,125.9725,251.945,245.021,6.924,2
Harrisonburg,Home Office,584.866,2924.33,2244.48,39.96,5,127.51577999999999,637.5789,493.7856,0.0,5
Hattiesburg,Consumer,185.39249999999998,1483.1399999999999,504.9,8.6,8,59.575175,476.6014,126.225,0.8792,8
Hattiesburg,Corporate,239.7,239.7,239.7,239.7,1,105.468,105.468,105.468,105.468,1
Helena,Corporate,39.9,39.9,39.9,39.9,1,10.374,10.374,10.374,10.374,1
Helena,Home Office,201.97,403.94,339.96,63.98,2,32.1241,64.2482,42.495,21.7532,2
Hempstead,Consumer,130.07514285714288,910.5260000000001,364.41,28.44,7,20.356057142857143,142.4924,68.3332,8.098,7
Hempstead,Corporate,419.765,1679.06,968.744,7.98,4,121.64304999999999,486.57219999999995,314.8418,3.9102,4
Henderson,Consumer,252.2168181818182,5548.77,1577.94,5.8,22,79.30881363636364,1744.7939000000001,757.4112,2.0748,22
Henderson,Corporate,398.56164705882355,6775.548000000001,2249.91,5.32,17,91.62823529411764,1557.68,517.4793,0.0,17
Henderson,Home Office,435.3958333333333,5224.75,2573.82,5.48,12,134.11558333333332,1609.387,746.4078,0.3112,12
Hendersonville,Consumer,101.10666666666667,303.32,218.352,12.264,3,-11.4767,-34.430099999999996,19.0848,-54.588,3
Hendersonville,Home Office,8.109,16.218,11.88,4.338,2,-5.4783,-10.9566,-3.0366,-7.92,2
Hesperia,Corporate,303.292875,1213.1715,436.704,99.99,4,24.631725,98.5269,81.744,-38.2116,4
Hialeah,Consumer,32.400625,259.205,120.0,5.388,8,0.967625,7.741,5.775,-7.2,8
Hialeah,Corporate,353.8,1061.4,1013.832,1.984,3,35.727,107.181,101.3832,0.6696,3
Hialeah,Home Office,145.47771428571428,1018.344,398.352,7.104,7,-42.02135714285714,-294.1495,13.8579,-331.96,7
Hickory,Consumer,20.382,40.764,36.192,4.572,2,-0.5478000000000001,-1.0956000000000001,2.7144,-3.81,2
Highland Park,Consumer,363.7095,1454.838,913.43,2.88,4,-42.42575,-169.703,13.4386,-126.4816,4
Highland Park,Corporate,288.56100000000004,577.1220000000001,539.658,37.464,2,2.2332000000000005,4.466400000000001,12.1758,-7.7094,2
Highland Park,Home Office,3.136,3.136,3.136,3.136,1,-4.704,-4.704,-4.704,-4.704,1
Hillsboro,Consumer,32.036,64.072,53.04,11.032,2,-0.8036000000000001,-1.6072000000000002,3.0338,-4.641,2
Hillsboro,Corporate,11.883000000000001,23.766000000000002,19.608,4.158,2,1.5763500000000001,3.1527000000000003,6.6177,-3.465,2
Holland,Consumer,7.5,7.5,7.5,7.5,1,3.6,3.6,3.6,3.6,1
Holland,Home Office,65.18,130.36,109.92,20.44,2,31.5294,63.0588,53.8608,9.198,2
Hollywood,Consumer,92.88685714285715,650.2080000000001,337.088,9.952,7,12.2232,85.5624,29.692,0.9952,7
Hollywood,Corporate,9.216,9.216,9.216,9.216,1,3.3408,3.3408,3.3408,3.3408,1
Hollywood,Home Office,137.01666666666665,411.04999999999995,383.96,11.52,3,6.432666666666667,19.298000000000002,38.396,-11.418,3
Holyoke,Home Office,301.96,301.96,301.96,301.96,1,60.392,60.392,60.392,60.392,1
Homestead,Consumer,44.184,132.552,85.224,2.944,3,7.443033333333333,22.3291,15.5344,-0.6624,3
Hoover,Corporate,131.4625,525.85,477.24,7.16,4,4.679325,18.7173,9.5448,1.5588,4
Hot Springs,Consumer,29.99,29.99,29.99,29.99,1,2.999,2.999,2.999,2.999,1
Hot Springs,Home Office,71.94666666666666,215.83999999999997,159.92,25.92,3,19.694933333333335,59.0848,31.984,12.7008,3
Houston,Consumer,160.59464433962262,34046.0646,2396.2656,0.444,212,-39.27863301886792,-8327.0702,376.11,-2287.782,212
Houston,Corporate,228.99132083333333,21983.1668,3059.982,1.248,96,-10.452323958333332,-1003.4231,569.9905,-509.997,96
Houston,Home Office,122.83375362318841,8475.529,1415.76,1.524,69,-11.928336231884058,-823.0552,88.485,-166.3935,69
Huntington Beach,Consumer,95.92,95.92,95.92,95.92,1,25.8984,25.8984,25.8984,25.8984,1
Huntington Beach,Corporate,604.78,2419.12,2399.96,3.38,4,212.09745,848.3898,839.986,1.2506,4
Huntington Beach,Home Office,12.78,12.78,12.78,12.78,1,5.751,5.751,5.751,5.751,1
Huntsville,Consumer,143.6665882352941,2442.332,609.98,6.47,17,-39.472329411764704,-671.0296,19.8072,-187.3815,17
Huntsville,Corporate,482.58590000000004,5791.0308,1319.96,0.898,12,36.90838333333334,442.90060000000005,527.984,-225.0976,12
Huntsville,Home Office,137.37485714285714,961.624,629.1,3.62,7,55.70854285714285,389.9598,301.968,0.5994,7
Independence,Consumer,839.43,839.43,839.43,839.43,1,218.2518,218.2518,218.2518,218.2518,1
Independence,Home Office,1577.94,1577.94,1577.94,1577.94,1,757.4112,757.4112,757.4112,757.4112,1
Indianapolis,Consumer,171.794,1717.94,1103.97,3.69,10,70.09646000000001,700.9646,496.7865,1.7343,10
Indianapolis,Corporate,660.9633333333334,5948.67,2405.2,17.38,9,165.19373333333334,1486.7436,793.716,8.69,9
Indianapolis,Home Office,409.9525,1639.81,999.98,25.92,4,138.4864,553.9456,449.991,12.4416,4
Inglewood,Consumer,82.12266666666666,492.736,196.776,22.83,6,15.7915,94.749,28.8576,8.6391,6
Inglewood,Corporate,298.6592,2986.592,879.984,5.98,10,93.1947,931.947,329.994,1.5548,10
Iowa City,Corporate,9.99,9.99,9.99,9.99,1,4.4955,4.4955,4.4955,4.4955,1
Irving,Consumer,84.22342857142857,589.564,219.84,5.04,7,-15.098814285714289,-105.69170000000003,79.692,-153.2024,7
Irving,Corporate,15.936,15.936,15.936,15.936,1,5.1792,5.1792,5.1792,5.1792,1
Jackson,Consumer,392.93057575757575,12966.709,5443.96,3.424,33,113.85323939393939,3757.1569,2504.2216,-249.3216,33
Jackson,Corporate,206.40171428571426,4334.436,1568.61,2.61,21,55.14753333333333,1158.0982,329.4081,1.2006,21
Jackson,Home Office,273.6683214285714,7662.713,1928.78,3.64,28,95.22956071428572,2666.4277,829.3754,0.2334,28
Jacksonville,Consumer,202.46116393442622,12350.131,2803.92,1.365,61,-8.738919672131146,-533.0740999999999,156.338,-458.1468,61
Jacksonville,Corporate,131.20106666666666,5904.048,1347.52,1.167,45,-8.941597777777778,-402.3719,152.388,-420.0,45
Jacksonville,Home Office,1392.579157894737,26459.004,22638.48,5.08,19,-73.0731052631579,-1388.3890000000001,131.2785,-1811.0784,19
Jamestown,Consumer,4548.81,4548.81,4548.81,4548.81,1,1228.1787,1228.1787,1228.1787,1228.1787,1
Jamestown,Corporate,159.98,159.98,159.98,159.98,1,57.5928,57.5928,57.5928,57.5928,1
Jefferson City,Home Office,86.62,86.62,86.62,86.62,1,8.662,8.662,8.662,8.662,1
Johnson City,Consumer,63.82066666666666,765.848,333.056,2.508,12,0.9880166666666662,11.856199999999994,29.1424,-63.1092,12
Jonesboro,Consumer,310.8555555555556,2797.7000000000003,1067.94,6.63,9,82.52032222222222,742.6829,224.2674,1.7901,9
Jonesboro,Home Office,58.81,117.62,108.08,9.54,2,29.214199999999998,58.428399999999996,54.04,4.3884,2
Jupiter,Consumer,2.064,2.064,2.064,2.064,1,0.1548,0.1548,0.1548,0.1548,1
Keller,Consumer,6.0,6.0,6.0,6.0,1,2.1,2.1,2.1,2.1,1
Kenner,Consumer,44.660000000000004,89.32000000000001,71.98,17.34,2,9.8988,19.7976,15.1158,4.6818,2
Kenosha,Consumer,506.37600000000003,2531.88,860.93,14.98,5,119.34405999999998,596.7203,223.2855,4.494,5
Kenosha,Corporate,324.9666666666667,974.9000000000001,699.98,134.97,3,95.79016666666666,287.3705,195.9944,26.5905,3
Kenosha,Home Office,399.95,399.95,399.95,399.95,1,143.982,143.982,143.982,143.982,1
Kent,Consumer,132.799,1593.588,786.48,14.016,12,47.9084,574.9008,385.3752,-26.9955,12
Kent,Corporate,103.968,103.968,103.968,103.968,1,16.8948,16.8948,16.8948,16.8948,1
Kirkwood,Consumer,120.67,241.34,212.94,28.4,2,23.5672,47.1344,34.0704,13.064,2
Kissimmee,Consumer,751.984,751.984,751.984,751.984,1,84.5982,84.5982,84.5982,84.5982,1
Knoxville,Consumer,64.75781818181818,712.336,218.376,4.704,11,5.946972727272726,65.41669999999999,22.2,-10.9188,11
Knoxville,Corporate,154.70999999999998,773.55,328.59,4.368,5,-39.4653,-197.32649999999998,10.1094,-147.8655,5
Knoxville,Home Office,305.28499999999997,2442.2799999999997,2314.116,4.608,8,-129.1457125,-1033.1657,7.2576,-1002.7836,8
La Crosse,Consumer,56.82,56.82,56.82,56.82,1,28.41,28.41,28.41,28.41,1
La Crosse,Corporate,193.3975,773.59,499.95,3.04,4,60.916525,243.6661,174.9825,1.0336,4
La Mesa,Home Office,183.76500000000001,367.53000000000003,284.97,82.56,2,57.1935,114.387,85.491,28.896,2
La Porte,Consumer,133.71840000000003,668.5920000000001,526.45,14.0,5,5.76276,28.8138,31.587,-26.2272,5
La Porte,Corporate,76.628,383.14,287.52,17.38,5,32.6344,163.172,129.384,5.5566,5
La Quinta,Corporate,46.32,46.32,46.32,46.32,1,18.0648,18.0648,18.0648,18.0648,1
Lafayette,Consumer,289.334,5786.68,1665.62,3.89,20,57.51152499999999,1150.2305,346.0396,0.0,20
Lafayette,Corporate,1872.3070000000002,18723.070000000003,17499.95,12.96,10,883.6570100000001,8836.5701,8399.976,4.872,10
Lafayette,Home Office,526.45,526.45,526.45,526.45,1,31.587,31.587,31.587,31.587,1
Laguna Niguel,Corporate,37.019999999999996,74.03999999999999,39.96,34.08,2,9.41625,18.8325,15.336,3.4965,2
Laguna Niguel,Home Office,108.4715,216.943,203.983,12.96,2,11.5745,23.149,16.7986,6.3504,2
Lake Charles,Consumer,34.95,69.9,51.96,17.94,2,10.8006,21.6012,12.99,8.6112,2
Lake Charles,Home Office,477.51,477.51,477.51,477.51,1,219.6546,219.6546,219.6546,219.6546,1
Lake Elsinore,Consumer,283.92,283.92,283.92,283.92,1,17.745,17.745,17.745,17.745,1
Lake Forest,Consumer,298.93,597.86,542.94,54.92,2,85.8972,171.7944,152.0232,19.7712,2
Lake Forest,Home Office,256.919,1027.676,915.136,6.16,4,38.93425,155.737,102.9528,2.9568,4
Lakeland,Consumer,139.60999999999999,558.4399999999999,479.984,10.688,4,20.004025,80.0161,89.997,-13.2867,4
Lakeland,Corporate,269.92490625,4318.7985,1123.92,3.768,16,-19.783775,-316.5404,53.2,-255.5875,16
Lakeland,Home Office,364.824,729.648,683.952,45.696,2,23.9439,47.8878,42.747,5.1408,2
Lakeville,Consumer,39.937777777777775,359.44,93.78,15.28,9,16.9954,152.9586,36.5742,5.7072,9
Lakeville,Home Office,650.2516666666667,3901.5099999999998,2001.86,25.92,6,198.9405833333333,1193.6435,580.5394,12.4416,6
Lakewood,Consumer,288.4863571428572,4038.809,2154.9,3.76,14,41.90589285714286,586.6825,357.1911,-7.9068,14
Lakewood,Corporate,564.7010476190476,11858.722,9099.93,8.94,21,127.32438095238095,2673.812,2365.9818,-231.4116,21
Lakewood,Home Office,163.894,2294.516,518.272,3.912,14,-1.8904785714285721,-26.46670000000001,83.868,-97.176,14
Lancaster,Consumer,307.11716666666666,7370.812,4499.985,5.715,24,-286.30271666666664,-6871.2652,64.6272,-6599.978,24
Lancaster,Corporate,96.92512500000001,775.4010000000001,229.544,2.907,8,-12.2691125,-98.1529,83.2097,-65.1504,8
Lancaster,Home Office,124.66078571428571,1745.251,1169.694,3.152,14,-19.260735714285715,-269.6503,23.4976,-253.4337,14
Lansing,Consumer,223.43433333333334,1340.606,644.076,5.84,6,59.7391,358.4346,209.993,0.438,6
Lansing,Home Office,134.84,269.68,241.96,27.72,2,27.2194,54.4388,41.1332,13.3056,2
Laredo,Consumer,51.84075,414.726,191.976,6.286,8,-14.733087499999998,-117.86469999999998,23.997,-150.414,8
Laredo,Corporate,121.92280000000001,609.614,328.776,2.286,5,12.65016,63.2508,28.7679,-3.6576,5
Las Cruces,Consumer,45.245,90.49,49.12,41.37,2,20.2309,40.4618,23.0864,17.3754,2
Las Cruces,Home Office,8.28,8.28,8.28,8.28,1,3.4776,3.4776,3.4776,3.4776,1
Las Vegas,Consumer,177.42977777777776,1596.868,1123.128,8.288,9,25.961766666666666,233.6559,70.1955,3.0044,9
Las Vegas,Corporate,53.78666666666666,161.35999999999999,97.88,31.08,3,24.402533333333334,73.2076,48.94,8.3916,3
Las Vegas,Home Office,75.792,75.792,75.792,75.792,1,25.5798,25.5798,25.5798,25.5798,1
Laurel,Corporate,76.295,152.59,125.13,27.46,2,23.08665,46.1733,36.2877,9.8856,2
Lawrence,Consumer,170.31473684210528,3235.98,872.32,3.69,19,52.736868421052634,1002.0005,244.2496,-38.85,19
Lawrence,Corporate,127.38923076923076,1656.06,437.85,6.48,13,42.62199230769231,554.0859,182.3553,2.004,13
Lawrence,Home Office,230.17933333333335,2762.152,1199.98,10.74,12,68.83834166666666,826.0601,467.9922,-52.6582,12
Lawton,Consumer,264.3725,1057.49,471.9,3.52,4,58.87712500000001,235.50850000000003,155.727,1.6896,4
Layton,Consumer,4.96,4.96,4.96,4.96,1,2.3312,2.3312,2.3312,2.3312,1
League City,Consumer,160.601,321.202,254.058,67.144,2,-13.39475,-26.7895,5.8751,-32.6646,2
League City,Home Office,138.54149999999998,554.1659999999999,512.358,3.488,4,-1.1401,-4.5604,5.6112,-14.6388,4
Lebanon,Consumer,124.46000000000001,248.92000000000002,163.96,84.96,2,32.90375,65.8075,59.4355,6.372,2
Lebanon,Home Office,239.976,239.976,239.976,239.976,1,17.9982,17.9982,17.9982,17.9982,1
Lehi,Corporate,16.776,16.776,16.776,16.776,1,1.6776,1.6776,1.6776,1.6776,1
Lehi,Home Office,1499.95,1499.95,1499.95,1499.95,1,449.985,449.985,449.985,449.985,1
Leominster,Consumer,12.934999999999999,25.869999999999997,22.72,3.15,2,5.868,11.736,10.224,1.512,2
Leominster,Corporate,47.905,191.62,104.9,10.95,4,16.941399999999998,67.76559999999999,30.52,5.1465,4
Lewiston,Consumer,9.584,9.584,9.584,9.584,1,3.3544,3.3544,3.3544,3.3544,1
Lewiston,Home Office,35.36000000000001,106.08000000000001,67.98,8.26,3,10.755266666666666,32.2658,14.9556,3.8822,3
Lincoln Park,Corporate,129.20066666666665,387.602,194.32,25.99,3,22.7897,68.3691,31.0912,7.5371,3
Linden,Corporate,115.36,115.36,115.36,115.36,1,49.6048,49.6048,49.6048,49.6048,1
Lindenhurst,Corporate,55.48,55.48,55.48,55.48,1,26.6304,26.6304,26.6304,26.6304,1
Little Rock,Consumer,128.17933333333335,1922.69,881.93,11.16,15,45.312313333333336,679.6847,229.3018,4.1416,15
